global_phenotype,identifier,probability
G042,9F6L_A,0.08418833607247116
G_NOISE,9F7D_A,0.0
G_NOISE,9F7G_A,0.0
G031,9F7L_O,0.9935770368966952
G_NOISE,9FDK_C,0.0
G_NOISE,9FNE_X,0.0
G_NOISE,9FNE_Y,0.0
G026,9FOY_A,1.0
G_NOISE,9FSO_Z,0.0
G_NOISE,9FWY_A,0.0
G047,9FYX_B,1.0
G_NOISE,9G19_A,0.0
G_NOISE,9G44_A,0.0
G033,9G44_F,0.9361290959387353
G_NOISE,9G7F_C,0.0
G023,9GA4_B,0.39382056633847945
G_NOISE,9GBV_A,0.0
G_NOISE,9GBV_B,0.0
G_NOISE,9GC3_C,0.0
G047,9GDA_F,0.8199619047871727
G022,9GDR_C,1.0
G_NOISE,9GDS_H,0.0
G026,9GE5_B,1.0
G_NOISE,9GE5_G,0.0
G_NOISE,9GE5_I,0.0
G009,9GE5_Q,0.6610194416752481
G011,9GE5_T,1.0
G026,9GEF_A,0.9564937505649167
G_NOISE,9GER_L,0.0
G026,9GEV_B,1.0
G009,9GFM_M,0.5629761021091877
G011,9GFM_P,0.9934411271346814
G009,9GFM_Q,0.43681189158276706
G008,9GFM_S,1.0
G011,9GFM_T,1.0
G037,9GM2_C,0.9900809496769769
G_NOISE,9GM9_C,0.0
G_NOISE,9GMA_B,0.0
G_NOISE,9GO6_1,0.0
G_NOISE,9GPJ_A,0.0
G_NOISE,9GS9_A,0.0
G033,9GS9_C,1.0
G_NOISE,9GSX_W,0.0
G_NOISE,9GUJ_F,0.0
G_NOISE,9GUR_4,0.0
G_NOISE,9GXH_A,0.0
G_NOISE,9GY0_G,0.0
G_NOISE,9GY4_F,0.0
G_NOISE,9H1H_C,0.0
G_NOISE,9H1V_A,0.0
G_NOISE,9H1V_B,0.0
G_NOISE,9H2H_B,0.0
G_NOISE,9H72_L,0.0
G_NOISE,9H7Y_B,0.0
G_NOISE,9H8W_A,0.0
G_NOISE,9HCF_M,0.0
G047,9HGI_A,0.8135316654646411
G047,9HGJ_A,0.8135316654646411
G_NOISE,9HJO_B,0.0
G_NOISE,9HJU_B,0.0
G_NOISE,9HP9_A,0.0
G_NOISE,9HP9_O,0.0
G_NOISE,9HQX_B,0.0
G_NOISE,9HQX_d,0.0
G_NOISE,9HR5_C,0.0
G_NOISE,9HU3_A,0.0
G_NOISE,9HXG_A,0.0
G_NOISE,9HXI_A,0.0
G_NOISE,9I04_A,0.0
G_NOISE,9I04_B,0.0
G044,9I16_A,1.0
G044,9I16_D,1.0
G044,9I22_A,1.0
G_NOISE,9I2F_A,0.0
G_NOISE,9I5I_B,0.0
G_NOISE,9IAD_A,0.0
G_NOISE,9IBQ_A,0.0
G010,9IGX_B,0.9826240231890018
G008,9IGX_C,0.9574948276878071
G_NOISE,9IGX_K,0.0
G_NOISE,9IGX_L,0.0
G_NOISE,9II8_A,0.0
G_NOISE,9ILL_A,0.0
G_NOISE,9ILZ_A,0.0
G_NOISE,9IMH_A,0.0
G_NOISE,9IMR_A,0.0
G_NOISE,9IMV_A,0.0
G_NOISE,9IRF_A,0.0
G_NOISE,9IS6_H,0.0
G022,9ISN_C,1.0
G_NOISE,9ITJ_X,0.0
G_NOISE,9IU2_A,0.0
G_NOISE,9IX4_A,0.0
G044,9IXM_B,1.0
G_NOISE,9IZQ_A,0.0
G_NOISE,9J13_A,0.0
G_NOISE,9J1M_0,0.0
G_NOISE,9J89_D,0.0
G_NOISE,9J8G_A,0.0
G_NOISE,9J8M_K,0.0
G_NOISE,9JFP_A,0.0
G032,9JH7_A,1.0
G032,9JHL_A,1.0
G025,9JNK_C,0.22712148476026084
G002,9JO8_A,0.12075370070478966
G_NOISE,9JO8_D,0.0
G_NOISE,9JPJ_K,0.0
G034,9JSZ_A,1.0
G_NOISE,9JT2_B,0.0
G_NOISE,9JXS_D,0.0
G_NOISE,9JXS_E,0.0
G_NOISE,9JYZ_P,0.0
G_NOISE,9JYZ_U,0.0
G_NOISE,9JZT_A,0.0
G_NOISE,9K11_E,0.0
G_NOISE,9K32_A,0.0
G047,9K39_B,1.0
G033,9K3N_B,1.0
G_NOISE,9K3U_P,0.0
G_NOISE,9K6I_A,0.0
G032,9K9S_A,1.0
G_NOISE,9K9S_B,0.0
G_NOISE,9K9T_C,0.0
G_NOISE,9KCQ_A,0.0
G022,9KDQ_A,0.8198339062813639
G026,9KGT_A,1.0
G_NOISE,9KH2_A,0.0
G_NOISE,9KHY_a,0.0
G_NOISE,9KHZ_A,0.0
G_NOISE,9KI1_A,0.0
G_NOISE,9KI1_G,0.0
G_NOISE,9KI1_O,0.0
G_NOISE,9KI1_a,0.0
G043,9KJ6_A,1.0
G051,9KK2_A,0.6531973103239633
G046,9KL8_A,0.3425583601359428
G_NOISE,9KLO_A,0.0
G_NOISE,9KNU_M,0.0
G_NOISE,9KQH_A,0.0
G_NOISE,9KY4_D,0.0
G010,9L06_B,0.9664045434670857
G_NOISE,9L0D_B,0.0
G022,9L0X_C,1.0
G_NOISE,9L0X_J,0.0
G043,9L12_E,0.3302413218483094
G008,9L1X_C,0.46848987482542465
G027,9L55_B,1.0
G_NOISE,9L76_A,0.0
G034,9L87_B,1.0
G_NOISE,9L8C_B,0.0
G_NOISE,9L8D_A,0.0
G_NOISE,9L8E_A,0.0
G032,9L8U_A,1.0
G_NOISE,9L9S_B,0.0
G_NOISE,9LC2_B,0.0
G_NOISE,9LCW_B,0.0
G_NOISE,9LCX_A,0.0
G_NOISE,9LCZ_A,0.0
G_NOISE,9LD1_A,0.0
G_NOISE,9LDA_A,0.0
G_NOISE,9LDF_A,0.0
G032,9LEB_A,1.0
G_NOISE,9LIQ_A,0.0
G009,9LJ2_A,0.9224726961329862
G008,9LJ2_C,1.0
G_NOISE,9LJ8_A,0.0
G_NOISE,9LJE_A,0.0
G039,9LK0_A,0.799597415404304
G_NOISE,9LLQ_B,0.0
G_NOISE,9LM3_A,0.0
G_NOISE,9LMN_B,0.0
G028,9LNJ_A,0.8774407602091541
G029,9LNP_E,1.0
G029,9LNQ_E,1.0
G_NOISE,9LP9_A,0.0
G_NOISE,9LTM_A,0.0
G_NOISE,9LYV_A,0.0
G_NOISE,9M0K_A,0.0
G_NOISE,9M74_A,0.0
G_NOISE,9M7T_A,0.0
G_NOISE,9M7Y_F,0.0
G022,9M98_C,1.0
G024,9M98_D,1.0
G_NOISE,9M98_M,0.0
G024,9M9D_D,1.0
G_NOISE,9M9D_M,0.0
G_NOISE,9MJ5_C,0.0
G_NOISE,9MJ5_S,0.0
G_NOISE,9MK3_E,0.0
G_NOISE,9MKB_0,0.0
G_NOISE,9MKB_A0,0.0
G_NOISE,9MKB_A6,0.0
G_NOISE,9MKB_AB,0.0
G_NOISE,9MKB_AC,0.0
G_NOISE,9MKX_A,0.0
G_NOISE,9MMI_B,0.0
G_NOISE,9MOG_UL,0.0
G_NOISE,9MOG_WI,0.0
G_NOISE,9MOG_YC,0.0
G_NOISE,9MOG_iC,0.0
G_NOISE,9MOG_k3,0.0
G_NOISE,9MOG_m1,0.0
G_NOISE,9MOG_o0,0.0
G_NOISE,9MRD_A,0.0
G_NOISE,9MRX_A,0.0
G_NOISE,9MRX_D,0.0
G_NOISE,9MSF_A,0.0
G_NOISE,9MSG_M,0.0
G023,9MSJ_J,0.9959596233765069
G_NOISE,9MU2_P,0.0
G009,9MU4_a,1.0
G008,9MU4_c,0.9811347914337364
G011,9MU4_d,0.9588766812674988
G_NOISE,9MU5_a,0.0
G_NOISE,9MU5_b,0.0
G_NOISE,9MU5_g,0.0
G_NOISE,9MU8_A,0.0
G047,9MU8_B,1.0
G_NOISE,9MU8_E,0.0
G_NOISE,9MVY_D,0.0
G016,9MYE_A,1.0
G022,9N07_A,0.638236449207281
G023,9N07_J,0.9409624629688446
G051,9N3Y_A,0.6951641298322753
G_NOISE,9N3Z_B,0.0
G036,9N3Z_D,1.0
G027,9N3Z_H,1.0
G_NOISE,9N6B_A,0.0
G_NOISE,9N6C_E,0.0
G009,9N6H_A,1.0
G010,9N6H_B,0.9664045434670857
G011,9N6H_D,1.0
G_NOISE,9N6H_K,0.0
G009,9N6I_A,0.8077733043097681
G_NOISE,9N83_F,0.0
G_NOISE,9N9Q_A,0.0
G_NOISE,9N9Q_C,0.0
G022,9N9Q_F,0.9759573420582187
G023,9N9Q_G,0.4786986768135684
G042,9NE6_A,0.08418833607247116
G042,9NE9_A,0.08418833607247116
G_NOISE,9NFX_C,0.0
G020,9NKD_A,0.8604381213199975
G020,9NKE_A,0.8604381213199975
G_NOISE,9NL2_A,0.0
G_NOISE,9NL3_A,0.0
G_NOISE,9NN2_A,0.0
G_NOISE,9NNB_C,0.0
G051,9NNH_A,0.6531973103239633
G_NOISE,9NNH_C,0.0
G_NOISE,9NO1_D,0.0
G_NOISE,9NTA_BO,0.0
G026,9NUX_A,0.9290430312185856
G_NOISE,9NVU_P,0.0
G_NOISE,9NY8_A,0.0
G045,9NYS_A,1.0
G046,9NZ9_A,0.8447817759240774
G_NOISE,9NZC_A,0.0
G_NOISE,9NZD_A,0.0
G_NOISE,9NZT_A,0.0
G_NOISE,9O01_A,0.0
G_NOISE,9O02_A,0.0
G_NOISE,9O0G_B,0.0
G_NOISE,9O0G_C,0.0
G_NOISE,9O17_AM,0.0
G_NOISE,9O8P_A,0.0
G_NOISE,9OAC_Ac,0.0
G_NOISE,9OAC_Bc,0.0
G_NOISE,9OAC_Ca,0.0
G_NOISE,9OAD_Da,0.0
G_NOISE,9OAE_Da,0.0
G016,9OAT_A,1.0
G016,9OAU_A,1.0
G016,9OAV_A,1.0
G016,9OAW_A,1.0
G016,9OAX_A,1.0
G016,9OAY_A,1.0
G_NOISE,9OKD_N,0.0
G_NOISE,9OM4_B,0.0
G_NOISE,9OW7_B,0.0
G_NOISE,9OYJ_A,0.0
G_NOISE,9OYJ_E,0.0
G_NOISE,9OYL_C,0.0
G_NOISE,9P1D_A,0.0
G041,9P1D_E,1.0
G_NOISE,9P4J_E,0.0
G046,9P8T_A,0.26754012984419806
G046,9P8U_A,0.26754012984419806
G_NOISE,9PCP_B,0.0
G_NOISE,9PFQ_D,0.0
G_NOISE,9PFQ_Q,0.0
G022,9PFV_C,0.7009924427467898
G_NOISE,9PI4_A,0.0
G_NOISE,9PI5_A,0.0
G_NOISE,9PRO_z,0.0
G_NOISE,9PW1_A,0.0
G_NOISE,9PXG_B,0.0
G_NOISE,9PYM_A,0.0
G051,9PZ7_A,1.0
G051,9PZH_A,1.0
G051,9Q0H_A,1.0
G_NOISE,9Q28_D,0.0
G051,9Q7V_A,1.0
G051,9Q7W_A,1.0
G051,9Q7Z_A,1.0
G_NOISE,9Q80_K,0.0
G_NOISE,9Q90_2,0.0
G_NOISE,9Q93_2,0.0
G_NOISE,9QCC_Q,0.0
G_NOISE,9QCC_V,0.0
G_NOISE,9QHS_A,0.0
G_NOISE,9QKY_A,0.0
G_NOISE,9QLH_A,0.0
G_NOISE,9QN8_G,0.0
G_NOISE,9QTQ_J,0.0
G_NOISE,9QUJ_A,0.0
G008,9QV5_A,0.34353482382314404
G008,9QV6_A,0.34353482382314404
G_NOISE,9QXR_E,0.0
G_NOISE,9QXU_E,0.0
G031,9R35_B,1.0
G_NOISE,9R96_B,0.0
G_NOISE,9RAH_A,0.0
G_NOISE,9RD0_B,0.0
G033,9RD5_H,1.0
G_NOISE,9RJS_A,0.0
G_NOISE,9RJS_C,0.0
G_NOISE,9RL6_A,0.0
G_NOISE,9RLT_4,0.0
G_NOISE,9RLT_5,0.0
G030,9RQS_A,1.0
G_NOISE,9RTD_B,0.0
G_NOISE,9RTJ_B,0.0
G_NOISE,9RVU_HS,0.0
G_NOISE,9RY7_A,0.0
G_NOISE,9RZE_Y,0.0
G046,9S19_B,0.29310460788657006
G_NOISE,9S28_A,0.0
G_NOISE,9S4Q_Mt,0.0
G_NOISE,9S4Q_Nn,0.0
G_NOISE,9S5N_Ns,0.0
G_NOISE,9S5U_A,0.0
G_NOISE,9S5U_D,0.0
G_NOISE,9S5U_F,0.0
G_NOISE,9S99_B,0.0
G_NOISE,9S9B_A,0.0
G_NOISE,9SIT_A,0.0
G_NOISE,9SW0_B,0.0
G_NOISE,9SW0_D,0.0
G_NOISE,9T4V_K,0.0
G_NOISE,9T56_A,0.0
G_NOISE,9T6T_A,0.0
G_NOISE,9TAW_X,0.0
G_NOISE,9TAX_N,0.0
G_NOISE,9TEQ_A,0.0
G_NOISE,9TGN_A,0.0
G_NOISE,9TGN_B,0.0
G_NOISE,9TGW_A,0.0
G_NOISE,9TGW_B,0.0
G_NOISE,9TOY_B,0.0
G_NOISE,9TQ4_A,0.0
G_NOISE,9TVU_h,0.0
G_NOISE,9TZ9_j,0.0
G007,9U18_F,1.0
G007,9U19_F,1.0
G_NOISE,9U4R_BA,0.0
G_NOISE,9U4R_CA,0.0
G_NOISE,9U6F_H,0.0
G048,9UA2_A,1.0
G_NOISE,9UB7_A,0.0
G_NOISE,9UB7_B,0.0
G_NOISE,9UB7_E,0.0
G_NOISE,9UER_A,0.0
G017,9UMC_A,1.0
G017,9UMF_B,1.0
G044,9UP1_B,1.0
G_NOISE,9URH_A,0.0
G_NOISE,9UX7_A,0.0
G_NOISE,9UX7_C,0.0
G_NOISE,9UXH_D,0.0
G_NOISE,9UXH_F,0.0
G_NOISE,9UZO_E,0.0
G_NOISE,9UZO_J,0.0
G_NOISE,9V2V_G,0.0
G008,9V2V_O,0.8387384241249268
G011,9V2V_P,0.8103611376798745
G010,9V2V_R,1.0
G_NOISE,9V36_A,0.0
G047,9V7S_A,0.8135316654646411
G047,9V8A_A,0.8135316654646411
G037,9VBH_A,1.0
G_NOISE,9VBK_A,0.0
G_NOISE,9VJ9_B,0.0
G_NOISE,9VJA_S,0.0
G_NOISE,9VMA_A,0.0
G_NOISE,9VNQ_A,0.0
G_NOISE,9VRT_N,0.0
G033,9VTP_D,0.972891389961525
G_NOISE,9VTQ_G,0.0
G_NOISE,9VTR_I,0.0
G041,9VWA_A,1.0
G_NOISE,9VX7_B,0.0
G_NOISE,9W3Z_D,0.0
G_NOISE,9W6T_C,0.0
G_NOISE,9W6T_D,0.0
G_NOISE,9W6T_R,0.0
G043,9W7V_A,0.47687190409233854
G_NOISE,9W7W_A,0.0
G_NOISE,9WA7_A,0.0
G_NOISE,9WHK_B,0.0
G032,9WMF_A,1.0
G_NOISE,9WNO_A,0.0
G_NOISE,9WNO_B,0.0
G004,9WS0_A,1.0
G004,9WS0_B,1.0
G022,9WSM_C,0.8828905284656549
G023,9WSM_D,1.0
G_NOISE,9WSM_F,0.0
G_NOISE,9X1M_A,0.0
G_NOISE,9X25_B,0.0
G_NOISE,9X25_C,0.0
G_NOISE,9X25_E,0.0
G_NOISE,9X3R_A,0.0
G_NOISE,9X94_B,0.0
G_NOISE,9XGK_E,0.0
G_NOISE,9XVF_A,0.0
G_NOISE,9XVO_B,0.0
G051,9XY1_A,1.0
G051,9XY2_A,1.0
G051,9XY5_A,1.0
G051,9XY6_A,1.0
G051,9XY8_A,1.0
G051,9XY9_A,1.0
G051,9XYA_A,1.0
G049,9Y1E_A,1.0
G_NOISE,9Y3D_O,0.0
G_NOISE,9Y43_B,0.0
G_NOISE,9Y66_C,0.0
G038,9YD1_A,0.9509079416670733
G038,9YD2_A,0.9509079416670733
G045,9YHW_A,1.0
G045,9YHY_A,1.0
G019,9YK1_A,1.0
G_NOISE,9YSI_A,0.0
G_NOISE,9YYH_A,0.0
G007,9YZL_D,1.0
G_NOISE,9Z6Z_A,0.0
G013,9ZBT_A,1.0
G_NOISE,9ZBT_H,0.0
G_NOISE,9ZBU_H,0.0
G_NOISE,9ZBU_T,0.0
G008,9ZEN_C,0.8961079846367228
G011,9ZEN_D,1.0
G047,9ZGF_C,0.8135316654646411
G_NOISE,9ZNF_AK,0.0
G023,9ZP3_J,0.9959596233765069
G017,9ZQA_P,0.7827686630066383
G_NOISE,9ZUM_C,0.0
G036,9ZZR_C,1.0
G_NOISE,9ZZR_D,0.0
G036,9ZZR_F,1.0
G_NOISE,9ZZR_K,0.0
G_NOISE,9ZZR_R,0.0
